"Method","tau","n","p","seed","K","beta0","beta1","beta2","beta3","time"
"two_step_Neyman",0.9,5000,3,37,NA,2.64065279501043,-2.59580720900189,0.304042344414602,7.82141477631392,0.0310000000000059
"two_step_LS",0.9,5000,3,37,NA,-4.59597595108452,8.27672539918899,4.61088245657278,7.38284234344142,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,370,301,13.9432968122094,-7.42279166122542,-6.88925967880611,-4.32443347662572,8.749
"mRock_kNN_global_bs_Neyman",0.9,5000,3,370,301,2.1291231467637,-4.72585560353936,-3.17509724037067,-2.54004442922962,12.192
"mRock_kNN_global_linear_Neyman",0.9,5000,3,370,602,10.8347488352739,-7.44394937163999,-5.71532065612814,-2.71131072448511,7.53899999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,370,602,2.55738787838385,-3.90127602405402,-2.62264284318817,-2.91250543858778,11.454
"two_step_Neyman",0.9,5000,3,370,NA,8.43191165326455,-4.13769856702905,-4.21914418413078,-6.57315834296493,0.0289999999999964
"two_step_LS",0.9,5000,3,370,NA,2.06950319028783,3.61582745608839,-0.952725710976585,-4.98462912722792,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,371,301,14.1270656795735,-1.05271024718002,-6.96393613598891,0.860609810699912,9.148
"mRock_kNN_global_bs_Neyman",0.9,5000,3,371,301,-3.02613532811542,1.84830487420313,-2.193544311084,6.226272636969,12.451
"mRock_kNN_global_linear_Neyman",0.9,5000,3,371,602,10.4981527849236,-1.06393980479397,-6.66937033423007,0.740414148581393,7.37300000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,371,602,-3.52957002117302,1.873977529002,-1.40880680453043,6.39614895955417,11.582
"two_step_Neyman",0.9,5000,3,371,NA,1.18501555169292,4.93234242090725,0.0435077844083094,5.2939285820441,0.0289999999999964
"two_step_LS",0.9,5000,3,371,NA,-7.29863005689891,18.2626271638714,5.22427535174996,3.73155598771989,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,372,301,16.1484599547982,-1.08524812370924,-6.67482769707249,-1.76832108803493,10.058
"mRock_kNN_global_bs_Neyman",0.9,5000,3,372,301,-1.44926265872208,1.68733038120262,-0.900588203365123,-0.137253235702881,13.441
"mRock_kNN_global_linear_Neyman",0.9,5000,3,372,602,11.8709465689678,0.257401646559212,-5.38549508473153,-4.48991824217032,7.94400000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,372,602,-0.50217290077585,2.19955550919477,-1.00746299971851,-1.79923486515894,11.546
"two_step_Neyman",0.9,5000,3,372,NA,6.33146384371556,-2.2205892066984,-4.83809691234533,2.04055345257502,0.0349999999999966
"two_step_LS",0.9,5000,3,372,NA,-1.74306972308767,15.3278189813382,-0.891754562879427,-3.81015862456875,0.0149999999999864
"mRock_kNN_global_linear_Neyman",0.9,5000,3,373,301,14.975869520933,-5.56030019906316,-4.1571995851305,0.787568426475103,8.77200000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,373,301,0.765275372351215,-4.36830538921945,-1.37309829350348,5.07134689644384,11.601
"mRock_kNN_global_linear_Neyman",0.9,5000,3,373,602,11.4866566224527,-6.77100231634781,-4.4704658032548,2.8735850546469,7.39699999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,373,602,0.636579711984939,-3.78932210040252,-0.897985296162533,5.0449410675868,11.192
"two_step_Neyman",0.9,5000,3,373,NA,7.84300379851653,-4.66124945999029,-3.61887279746845,3.73660434568069,0.0289999999999964
"two_step_LS",0.9,5000,3,373,NA,-0.329960657188403,4.81576932680146,3.23475381993691,3.99428806726343,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,374,301,14.9078086286954,0.726824923002132,-5.06007289453592,1.03309785471665,7.83
"mRock_kNN_global_bs_Neyman",0.9,5000,3,374,301,-0.285323148142733,6.92097252097844,0.554673120957512,1.54409027266853,11.365
"mRock_kNN_global_linear_Neyman",0.9,5000,3,374,602,11.9229316022327,-0.873482673906278,-4.97985123112322,1.09365534271044,7.482
"mRock_kNN_global_bs_Neyman",0.9,5000,3,374,602,-1.20568287049397,5.28817964974886,0.761518045743672,3.83426152271854,11.072
"two_step_Neyman",0.9,5000,3,374,NA,2.57778383626148,6.22230241601518,5.12908720882429,3.2275910371618,0.0270000000000152
"two_step_LS",0.9,5000,3,374,NA,-9.95689256984221,20.0090350766865,11.7147965006169,7.57287465630488,0.00900000000001455
"mRock_kNN_global_linear_Neyman",0.9,5000,3,375,301,13.9631913439138,-10.0623885002456,-4.44178133713714,3.1424912578245,8.325
"mRock_kNN_global_bs_Neyman",0.9,5000,3,375,301,0.220916781713311,-5.71971834248621,-0.564329813899244,1.90956954663404,11.86
"mRock_kNN_global_linear_Neyman",0.9,5000,3,375,602,10.152169927116,-10.9346005413942,-4.11777163346887,5.35212518922579,6.983
"mRock_kNN_global_bs_Neyman",0.9,5000,3,375,602,0.104478385322534,-6.55420589203607,-0.950297474407469,3.17533594987267,10.923
"two_step_Neyman",0.9,5000,3,375,NA,6.31311700963102,-9.4364482849432,-3.31176335168089,4.09507083770191,0.0300000000000011
"two_step_LS",0.9,5000,3,375,NA,-1.83897110425669,0.44169728826069,2.77117194911208,4.58210180280138,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,376,301,13.0630267365772,-2.10366183441439,-4.6784345256076,2.33780115373203,14.805
"mRock_kNN_global_bs_Neyman",0.9,5000,3,376,301,1.08195505468561,3.83514556076471,-0.261425108210871,-1.01383960472652,17.936
"mRock_kNN_global_linear_Neyman",0.9,5000,3,376,602,10.6898158078682,1.32783682125798,-4.57193916956413,-1.43274432948123,12.029
"mRock_kNN_global_bs_Neyman",0.9,5000,3,376,602,1.87535117805952,6.13200568874981,-1.7684244113449,-3.35262721191745,15.062
"two_step_Neyman",0.9,5000,3,376,NA,5.57907990509816,2.3471677848164,-1.36475795228425,5.15940812473314,0.0490000000000066
"two_step_LS",0.9,5000,3,376,NA,-4.88245816091758,20.5962021704249,3.80351391648853,2.56500775206411,0.0169999999999959
"mRock_kNN_global_linear_Neyman",0.9,5000,3,377,301,16.0107206085457,-9.98850691979319,1.5927735917778,-0.806801381386212,13.553
"mRock_kNN_global_bs_Neyman",0.9,5000,3,377,301,0.863845861361203,-2.00826900215286,6.31408292602167,-0.285200512759014,16.027
"mRock_kNN_global_linear_Neyman",0.9,5000,3,377,602,13.7356613871453,-8.66248135267277,2.42176964300157,-3.95805375700148,11.243
"mRock_kNN_global_bs_Neyman",0.9,5000,3,377,602,1.45345888041246,-2.34632038801249,6.75436729707377,-1.32741177668627,15.388
"two_step_Neyman",0.9,5000,3,377,NA,8.66165219150502,-7.34623610744061,4.14228530377635,1.83730545693204,0.0449999999999875
"two_step_LS",0.9,5000,3,377,NA,-0.637453400310555,2.86228516018486,11.1559170463014,2.71285163891338,0.0160000000000196
"mRock_kNN_global_linear_Neyman",0.9,5000,3,378,301,11.3913917360838,-10.9527164369088,-6.02545228566107,5.23555574453431,9.018
"mRock_kNN_global_bs_Neyman",0.9,5000,3,378,301,-0.165255193529003,-4.54512776629351,-1.78444128096109,-0.25634935464098,12.166
"mRock_kNN_global_linear_Neyman",0.9,5000,3,378,602,8.77346225263648,-10.2286118807123,-5.05446434497358,4.29301964089234,7.428
"mRock_kNN_global_bs_Neyman",0.9,5000,3,378,602,-0.535412693602723,-4.74183634116354,-1.11004029373845,0.230554996040413,10.769
"two_step_Neyman",0.9,5000,3,378,NA,5.62368334112174,-7.47250369135348,-2.33648294183543,0.54959543386035,0.0289999999999964
"two_step_LS",0.9,5000,3,378,NA,-3.35399875254374,5.78655150308379,3.16368150638505,-0.277315625102063,0.0110000000000241
"mRock_kNN_global_linear_Neyman",0.9,5000,3,379,301,14.091213686536,-4.35183309994583,-5.66973390125182,-3.39450279176898,8.52
"mRock_kNN_global_bs_Neyman",0.9,5000,3,379,301,2.51035481122807,1.74353658904879,-3.493755030459,-6.82076338194644,12.118
"mRock_kNN_global_linear_Neyman",0.9,5000,3,379,602,11.528578597107,-4.40612821116838,-5.678411728342,-4.63444647008664,7.17999999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,379,602,3.20756056238551,2.29786423190112,-3.61257453087045,-8.16233548532688,10.804
"two_step_Neyman",0.9,5000,3,379,NA,10.5853211728352,2.51194744141191,-4.52669736742287,-12.6682020557147,0.0339999999999918
"two_step_LS",0.9,5000,3,379,NA,2.86814385157242,14.0883018550635,-1.65229218035043,-11.2452751068739,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,38,301,12.627643747078,-5.55908812738282,-5.5477945881104,3.21364489140167,9.23
"mRock_kNN_global_bs_Neyman",0.9,5000,3,38,301,-1.84146908579326,0.657966762914731,0.362159660081584,0.807410173340455,12.348
"mRock_kNN_global_linear_Neyman",0.9,5000,3,38,602,9.63298777150277,-4.76950756384639,-5.2617442024746,0.949687362423102,8.047
"mRock_kNN_global_bs_Neyman",0.9,5000,3,38,602,-1.78790160129625,1.13865828455843,0.0591492328513565,0.295814532322859,11.679
"two_step_Neyman",0.9,5000,3,38,NA,1.73179006776338,-1.97252467744559,-1.54866259315598,9.47581846114303,0.0339999999999918
"two_step_LS",0.9,5000,3,38,NA,-11.8740117466927,18.5473907143298,5.27988892719688,9.3724511936878,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,380,301,12.7373316083854,-8.46979645526227,-2.04416564092968,3.17238283212475,11.713
"mRock_kNN_global_bs_Neyman",0.9,5000,3,380,301,-1.42548024728499,-5.58132531436971,2.76052061492035,3.19082719290939,14.813
"mRock_kNN_global_linear_Neyman",0.9,5000,3,380,602,8.66169866460364,-7.24464828977121,0.0733363021881073,1.27889009588504,9.44799999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,380,602,-1.54385865409428,-4.8282049107326,4.01076888288038,2.75774578365556,13.358
"two_step_Neyman",0.9,5000,3,380,NA,1.27986904232523,-11.9611169868653,2.66276215063066,13.6446103816599,0.0360000000000014
"two_step_LS",0.9,5000,3,380,NA,-5.93446808877358,-0.23129114754338,9.04220662921818,10.0725702515607,0.021000000000015
"mRock_kNN_global_linear_Neyman",0.9,5000,3,381,301,12.9020536004914,-4.88924153386494,-2.42752853166354,2.77647390728951,15.835
"mRock_kNN_global_bs_Neyman",0.9,5000,3,381,301,-1.06804929581252,-1.89413044160216,1.05419378596095,7.73892060318881,18.772
"mRock_kNN_global_linear_Neyman",0.9,5000,3,381,602,9.63103021580306,-5.96804303489762,-2.5927758403818,4.1876905159593,11.721
"mRock_kNN_global_bs_Neyman",0.9,5000,3,381,602,-1.25978405918139,-3.07676174744857,1.0503755081347,8.17975124299326,15.826
"two_step_Neyman",0.9,5000,3,381,NA,1.16867803780965,-8.49923302432154,3.83310034066059,16.3570094727792,0.0420000000000016
"two_step_LS",0.9,5000,3,381,NA,-4.33263700104686,2.7859329119698,8.31202124412297,11.813937066257,0.0190000000000055
"mRock_kNN_global_linear_Neyman",0.9,5000,3,382,301,15.2043962912628,-6.01628723089841,-2.96115961299453,-3.20430573982065,15.88
"mRock_kNN_global_bs_Neyman",0.9,5000,3,382,301,3.01289247700748,-1.27359781323154,-0.0583867732393042,-3.48285035039854,18.371
"mRock_kNN_global_linear_Neyman",0.9,5000,3,382,602,12.4771186956226,-4.94538632635113,-3.34314220877745,-5.39567655515975,11.618
"mRock_kNN_global_bs_Neyman",0.9,5000,3,382,602,2.98424001964394,-0.542442226068289,-0.833739898820462,-4.8150922414882,15.888
"two_step_Neyman",0.9,5000,3,382,NA,8.5020482836989,-0.985141068577515,1.29168149983377,-5.17843230350646,0.0480000000000018
"two_step_LS",0.9,5000,3,382,NA,1.87993402312277,6.59504698615189,6.00212021381556,-3.75920777182855,0.0180000000000007
"mRock_kNN_global_linear_Neyman",0.9,5000,3,383,301,11.8273094504863,-8.09279817555311,-1.44448972868687,1.02348245422021,11.39
"mRock_kNN_global_bs_Neyman",0.9,5000,3,383,301,-0.141707799183177,-3.16431209921157,1.95794604601799,1.5672401321572,14.729
"mRock_kNN_global_linear_Neyman",0.9,5000,3,383,602,9.23881882933501,-7.78090154243592,-1.1813014246938,0.205613806485449,9.44800000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,383,602,0.100722515987364,-3.63838083891933,1.86076427194314,1.264244404678,13.452
"two_step_Neyman",0.9,5000,3,383,NA,3.4858235281015,-6.75100512212786,2.80574334797871,5.39232452363473,0.039999999999992
"two_step_LS",0.9,5000,3,383,NA,-2.48227749485539,2.06836237871445,8.18836015650703,2.83441476817988,0.0180000000000007
"mRock_kNN_global_linear_Neyman",0.9,5000,3,384,301,10.909940093715,-4.20227419236258,-1.99422274993229,1.57953586111314,11.573
"mRock_kNN_global_bs_Neyman",0.9,5000,3,384,301,-0.690342503084665,1.09348998359633,2.14733184085818,0.36315227767613,14.695
"mRock_kNN_global_linear_Neyman",0.9,5000,3,384,602,8.09801446754063,-4.42989742514949,-1.71196528946611,0.376794821042648,10.075
"mRock_kNN_global_bs_Neyman",0.9,5000,3,384,602,-1.01102922457122,0.728744567565021,2.37109226912367,-0.0540007743928232,13.278
"two_step_Neyman",0.9,5000,3,384,NA,2.41857856898828,3.66630909329441,4.7450826250737,0.806882155937063,0.0409999999999968
"two_step_LS",0.9,5000,3,384,NA,-6.96229401698089,18.3964395097872,9.4823444308236,-0.0585883883742604,0.0150000000000148
"mRock_kNN_global_linear_Neyman",0.9,5000,3,385,301,16.8263688312538,2.95625987054283,-4.42281538808834,-7.46404419298298,8.3
"mRock_kNN_global_bs_Neyman",0.9,5000,3,385,301,0.638980808206227,7.36635709680832,1.03637438923786,-5.55742387615652,11.842
"mRock_kNN_global_linear_Neyman",0.9,5000,3,385,602,12.4111592321573,2.16837904377576,-0.728452445251882,-7.01275560585225,7.05499999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,385,602,0.12488988226085,7.79985806721599,2.14269297567972,-5.53405216276347,11.141
"two_step_Neyman",0.9,5000,3,385,NA,6.01316195024499,5.25720190863432,1.52945092222026,-5.00512309848026,0.0360000000000014
"two_step_LS",0.9,5000,3,385,NA,-4.72361352217037,23.7086655539569,5.76680407460974,-6.72236582452758,0.0150000000000148
"mRock_kNN_global_linear_Neyman",0.9,5000,3,386,301,12.8100154092563,-10.8875293791462,-2.15578688637995,4.88840174288882,10.267
"mRock_kNN_global_bs_Neyman",0.9,5000,3,386,301,-0.982311319194669,-4.59942950696967,0.342232639764193,3.2317206245702,13.669
"mRock_kNN_global_linear_Neyman",0.9,5000,3,386,602,9.33321042237894,-8.96226336872638,-3.1408123445084,3.55955642103874,9.35300000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,386,602,-1.17290496007414,-3.37996241828894,-0.461292852246037,3.10986810722488,12.941
"two_step_Neyman",0.9,5000,3,386,NA,4.6964274353214,-7.94907378314616,0.363598923489345,7.40496416620785,0.0370000000000061
"two_step_LS",0.9,5000,3,386,NA,-1.98500703194998,5.61850016971306,3.72012398165273,4.44191602177961,0.0200000000000102
"mRock_kNN_global_linear_Neyman",0.9,5000,3,387,301,14.2224145152521,-3.97188164830464,-4.59052375442725,1.41589997916069,8.42200000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,387,301,1.54752044242878,1.35949077429425,0.083691114717682,0.837746837119439,12.061
"mRock_kNN_global_linear_Neyman",0.9,5000,3,387,602,11.5709672601971,-4.05090815672582,-3.51764254896212,-0.0181213619823481,7.517
"mRock_kNN_global_bs_Neyman",0.9,5000,3,387,602,0.485269450471419,0.0478518822948231,0.181558701475307,2.32583915310601,10.997
"two_step_Neyman",0.9,5000,3,387,NA,8.71028684848881,-0.426180853341073,-4.52314333699787,1.86142092394057,0.0339999999999918
"two_step_LS",0.9,5000,3,387,NA,-1.28908213992969,14.2545862388766,1.56641114429004,0.395155910971321,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,388,301,17.0140112013294,2.13400970923376,-8.826357482547,-6.41999116175367,10.315
"mRock_kNN_global_bs_Neyman",0.9,5000,3,388,301,2.70846449082991,4.81815248219503,-3.7608817335462,-4.23779778627393,13.208
"mRock_kNN_global_linear_Neyman",0.9,5000,3,388,602,13.9394281478868,-0.561956405675709,-8.26040845914264,-4.41904759359209,8.714
"mRock_kNN_global_bs_Neyman",0.9,5000,3,388,602,2.90749122272138,5.45265518381503,-3.53028341391753,-4.77009793537311,12.196
"two_step_Neyman",0.9,5000,3,388,NA,10.7086640796078,7.78104015639158,-9.03837639009478,-4.27319247450124,0.0380000000000109
"two_step_LS",0.9,5000,3,388,NA,1.46678486172194,24.0343092486589,-7.91652691127223,-2.65904237248564,0.0129999999999768
"mRock_kNN_global_linear_Neyman",0.9,5000,3,389,301,14.8942132676024,-6.78127776917789,-4.73617168904856,-1.14900431786169,8.246
"mRock_kNN_global_bs_Neyman",0.9,5000,3,389,301,1.91477028611233,-2.11280632918313,-1.79448370354896,-2.79049057950478,11.841
"mRock_kNN_global_linear_Neyman",0.9,5000,3,389,602,13.1672578467873,-4.80945076838157,-4.83704275139126,-3.08165236828504,7.36199999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,389,602,2.99335379335018,0.160796086568021,-2.71105880083401,-4.40822782726086,11.177
"two_step_Neyman",0.9,5000,3,389,NA,9.35617589827462,-3.81590894660229,-3.41639535093646,-5.87475303557219,0.0289999999999964
"two_step_LS",0.9,5000,3,389,NA,1.33855851356577,7.15627147295605,-0.7109217812797,-4.17338668110294,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,39,301,12.8233989637128,-0.25475247736265,-5.04183372283479,-0.684411448910885,8.268
"mRock_kNN_global_bs_Neyman",0.9,5000,3,39,301,-2.20899888186534,3.70994668664406,0.509677049245932,0.265846009862226,11.802
"mRock_kNN_global_linear_Neyman",0.9,5000,3,39,602,10.296153792479,-0.228778922926862,-5.530551382567,0.566442577979146,7.322
"mRock_kNN_global_bs_Neyman",0.9,5000,3,39,602,-2.11206722878524,5.04403594801622,0.72729543525744,-0.249139705716595,11.087
"two_step_Neyman",0.9,5000,3,39,NA,3.71473831461643,6.14641050162128,0.75159960865355,-5.72631034616952,0.0349999999999966
"two_step_LS",0.9,5000,3,39,NA,-6.10289664484062,21.2266387566741,5.45152636138486,-5.74166895863414,0.0149999999999864
"mRock_kNN_global_linear_Neyman",0.9,5000,3,390,301,17.7950017071191,-4.25550959716516,-4.68874191110824,-2.95843989502018,7.95
"mRock_kNN_global_bs_Neyman",0.9,5000,3,390,301,2.38674831193542,-0.334013759377508,0.714619871252976,-0.384107283380086,11.604
"mRock_kNN_global_linear_Neyman",0.9,5000,3,390,602,12.7792775942496,-6.33196599578333,-3.85732009786731,3.15209882732342,7.011
"mRock_kNN_global_bs_Neyman",0.9,5000,3,390,602,1.84894517101528,-1.63095750984188,0.456843590335226,1.32844475127342,11.218
"two_step_Neyman",0.9,5000,3,390,NA,6.07563792298163,-3.22077238581202,0.192618747830076,3.94223813709129,0.0300000000000011
"two_step_LS",0.9,5000,3,390,NA,-1.90028804041754,7.59663326298734,5.09871386460695,4.39430688118675,0.01400000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,3,391,301,12.9480315435036,-2.8689269404647,-6.44886372648421,2.37069955368265,8.352
"mRock_kNN_global_bs_Neyman",0.9,5000,3,391,301,0.405452266176819,1.5916425430677,-1.72332308568105,1.53944756724834,11.631
"mRock_kNN_global_linear_Neyman",0.9,5000,3,391,602,9.04187903101279,-3.86240295707501,-5.33417100837893,3.21930237158205,7.07600000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,391,602,0.63071989840883,0.27135235291883,-1.51210506102743,2.22424155613147,11.096
"two_step_Neyman",0.9,5000,3,391,NA,6.38220698048177,-1.92696454550434,-3.81987459556402,2.29862360674092,0.0330000000000155
"two_step_LS",0.9,5000,3,391,NA,1.09191927054662,7.80585397404888,-0.923218479088566,0.453744728063405,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,392,301,14.6918698873943,3.2905710075049,-12.2193102992045,1.79534970367718,10.914
"mRock_kNN_global_bs_Neyman",0.9,5000,3,392,301,1.07646848140693,6.35989515229472,-6.56028430428968,3.11883637368549,13.776
"mRock_kNN_global_linear_Neyman",0.9,5000,3,392,602,9.93660690053359,0.35546465258819,-9.2140049266091,2.14352188900252,8.083
"mRock_kNN_global_bs_Neyman",0.9,5000,3,392,602,0.608200824194015,5.12180506314033,-5.73139063699525,2.73842619167779,11.774
"two_step_Neyman",0.9,5000,3,392,NA,9.44397109264514,7.45545711449157,-14.1258160389278,3.84716071463841,0.0370000000000061
"two_step_LS",0.9,5000,3,392,NA,0.618473011838458,24.1706737348907,-10.5644998488518,1.16519784718901,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,393,301,12.9639876068574,-11.3223066493402,-7.46617709649637,-0.377536541239387,9.89400000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,393,301,0.465744624653139,-7.22817505108982,-5.84943371577146,0.518896172655237,14.718
"mRock_kNN_global_linear_Neyman",0.9,5000,3,393,602,10.2038396855804,-11.0672469997563,-7.87671343299907,-0.24118201735465,7.85500000000002
